carat,cut,colour,clarity,Length,Width,height,depth ratio,table,Grading,price
0.32,Premium,G,VS2,4.38,4.36,2.73,62.5,58.0, Low  ,720
0.57,Ideal,E,SI1,5.35,5.32,3.3,61.9,56.0,Mid  ,1728
0.72,Very Good,I,VS1,5.66,5.68,3.6,63.5,57.0,Mid  ,2369
0.56,Premium,D,SI1,5.29,5.33,3.26,61.4,58.0,Mid  ,1723
0.9,Good,H,SI2,6.0,5.96,3.86,64.5,58.0,Mid  ,3627
1.01,Ideal,I,SI1,6.38,6.42,3.96,61.9,59.0,Mid  ,4638
0.57,Premium,D,SI1,5.36,5.34,3.22,60.2,60.0,Mid  ,1847
1.81,Premium,E,SI2,8.09,8.02,4.69,58.2,61.0,High  ,13561
0.62,Premium,J,VVS2,5.5,5.56,3.37,60.9,58.0,Mid  ,1415
1.18,Ideal,H,SI1,6.84,6.78,4.18,61.4,55.0,Mid  ,6013
1.23,Very Good,F,VS1,6.88,6.95,4.19,60.6,58.0,High  ,9346
1.01,Good,F,SI2,6.35,6.38,4.02,63.2,59.0,Mid  ,4416
1.24,Premium,D,SI1,6.82,6.86,4.27,62.4,59.0,High  ,7351
0.31,Ideal,E,VS2,4.34,4.37,2.68,61.5,56.0, Low  ,680
0.39,Very Good,E,VVS2,4.66,4.7,2.91,62.2,55.0, Low  ,962
0.4,Ideal,G,IF,4.74,4.76,2.96,62.3,55.0,Mid  ,1229
0.52,Ideal,D,SI1,5.14,5.18,3.22,62.4,57.0,Mid  ,1600
0.51,Ideal,G,VVS2,5.22,5.24,3.14,60.1,56.0,Mid  ,1813
0.43,Good,D,VS2,4.84,4.88,2.91,59.9,61.0, Low  ,976
1.09,Ideal,H,SI1,6.58,6.62,4.11,62.3,55.0,Mid  ,5238
0.7,Good,I,VVS2,5.57,5.6,3.54,63.4,59.0,Mid  ,2394
0.76,Ideal,G,VS2,5.86,5.91,3.63,61.7,55.0,Mid  ,3114
0.36,Ideal,H,VS2,4.61,4.57,2.85,62.1,55.0, Low  ,729
0.31,Ideal,D,VVS2,4.37,4.34,2.7,62.0,56.0, Low  ,982
0.32,Premium,D,VS2,4.42,4.38,2.73,62.0,57.0, Low  ,972
1.01,Premium,H,SI1,6.45,6.4,3.93,61.2,59.0,Mid  ,4191
2.37,Ideal,J,VS2,8.58,8.52,5.32,62.2,57.0,High  ,16789
0.25,Premium,E,VS2,4.1,4.08,2.44,59.7,61.0, Low  ,525
0.3,Premium,I,VVS2,4.28,4.37,2.67,61.7,58.0, Low  ,526
0.7,Ideal,I,SI1,5.75,5.8,3.46,59.9,59.0,Mid  ,2083
0.32,Very Good,H,SI1,4.38,4.41,2.72,61.9,59.0, Low  ,449
0.57,Ideal,E,SI1,5.33,5.28,3.28,61.8,57.0,Mid  ,1728
0.92,Fair,F,SI1,6.04,5.99,3.97,66.0,57.0,Mid  ,3323
0.31,Premium,G,VVS2,4.43,4.39,2.67,60.5,58.0, Low  ,907
1.01,Premium,G,SI2,6.6,6.55,3.95,60.1,61.0,Mid  ,4327
1.0,Good,D,VS2,6.4,6.46,3.9,60.7,61.0,High  ,7026
1.5,Very Good,I,SI1,7.34,7.31,4.62,63.1,54.0,High  ,8408
0.92,Premium,E,SI1,6.3,6.24,3.73,59.4,62.0,Mid  ,4183
0.36,Ideal,G,VVS2,4.53,4.56,2.83,62.3,56.0, Low  ,821
0.24,Very Good,F,VS1,3.94,3.99,2.46,62.0,56.0, Low  ,417
0.41,Ideal,G,IF,4.8,4.81,2.98,62.0,55.0,Mid  ,1425
1.0,Good,G,SI1,6.36,6.4,3.95,61.9,61.0,Mid  ,4859
0.58,Very Good,H,SI1,5.35,5.38,3.33,62.1,55.0,Mid  ,1239
0.86,Premium,H,SI2,6.15,6.12,3.74,61.0,58.0,Mid  ,2757
0.3,Very Good,I,VS2,4.32,4.34,2.63,60.7,56.0, Low  ,407
1.06,Ideal,I,SI2,6.59,6.55,4.03,61.3,56.0,Mid  ,4167
0.7,Good,I,VS2,5.59,5.57,3.55,63.6,58.0,Mid  ,2117
1.5,Premium,E,SI2,7.3,7.22,4.55,62.7,59.0,High  ,8316
0.4,Premium,E,IF,4.77,4.73,2.91,61.3,58.0,Mid  ,1580
0.33,Ideal,J,VS1,4.41,4.44,2.75,62.1,55.0, Low  ,434
0.4,Very Good,E,VVS1,4.77,4.8,2.87,60.0,58.0,Mid  ,1217
0.28,Very Good,F,VS1,4.2,4.26,2.62,62.3,52.0, Low  ,536
0.55,Good,J,VS1,5.09,5.12,3.26,63.8,61.0, Low  ,969
0.54,Ideal,E,VS2,5.24,5.27,3.24,61.7,55.0,Mid  ,1754
0.34,Premium,G,VS2,4.51,4.45,2.76,61.6,58.0, Low  ,765
1.02,Ideal,H,SI2,6.56,6.52,3.95,60.5,57.0,Mid  ,4375
0.74,Ideal,G,VVS2,5.9,5.88,3.58,60.7,56.0,Mid  ,3831
1.71,Premium,I,VS2,7.67,7.59,4.76,62.4,61.0,High  ,9384
1.12,Ideal,E,SI2,6.73,6.79,4.09,60.5,55.0,Mid  ,5000
1.14,Fair,G,VS1,0.0,0.0,0.0,57.5,67.0,Mid  ,6381
1.25,Very Good,E,SI2,6.94,7.0,4.24,60.8,55.0,Mid  ,6073
0.41,Ideal,E,VS1,4.8,4.77,2.97,62.1,55.0,Mid  ,1153
1.07,Premium,H,VS2,6.56,6.52,4.06,62.1,59.0,Mid  ,5424
0.43,Premium,F,SI1,4.87,4.83,2.99,61.6,59.0,Mid  ,1016
0.71,Ideal,E,VS2,5.7,5.73,3.53,61.8,57.0,Mid  ,2630
0.41,Ideal,F,VVS1,4.85,4.8,2.91,60.3,56.0,Mid  ,1356
0.54,Ideal,G,VVS2,5.22,5.25,3.24,61.9,57.0,Mid  ,1981
0.77,Ideal,G,SI2,5.96,5.92,3.58,60.3,56.0,Mid  ,2162
0.52,Premium,G,VVS2,5.15,5.21,3.16,61.0,58.0,Mid  ,1707
0.85,Fair,J,I1,5.95,5.82,3.86,65.5,59.0,Mid  ,1334
1.2,Premium,E,VVS2,6.83,6.79,4.24,62.3,59.0,High  ,12787
0.9,Ideal,G,VS2,6.19,6.26,3.84,61.7,56.0,Mid  ,4773
0.33,Ideal,E,VVS2,4.45,4.47,2.73,61.2,57.0, Low  ,868
0.5,Ideal,F,VVS2,5.07,5.11,3.16,62.1,58.0,Mid  ,1960
1.7,Premium,I,VS2,7.68,7.63,4.72,61.7,59.0,High  ,11360
0.56,Ideal,G,VS2,5.32,5.35,3.24,60.7,55.0,Mid  ,1662
1.49,Ideal,F,I1,7.31,7.28,4.57,62.6,54.0,Mid  ,6175
0.3,Ideal,G,IF,4.37,4.33,2.67,61.4,57.0, Low  ,956
0.33,Premium,E,SI2,4.48,4.53,2.69,59.7,58.0, Low  ,463
0.33,Ideal,H,VVS2,4.44,4.41,2.73,61.7,56.0, Low  ,854
1.05,Ideal,H,SI2,6.49,6.56,4.04,61.9,56.0,Mid  ,4504
0.4,Very Good,D,VS1,4.77,4.83,2.85,59.4,60.0, Low  ,952
1.21,Ideal,H,SI1,6.87,6.8,4.28,62.6,53.0,Mid  ,6025
0.53,Ideal,H,VS2,5.23,5.25,3.23,61.6,55.0,Mid  ,1427
0.56,Premium,E,VS2,5.34,5.27,3.24,61.1,59.0,Mid  ,1668
0.71,Ideal,I,VS1,5.75,5.72,3.55,62.0,58.0,Mid  ,2266
1.0,Very Good,G,VS2,6.33,6.37,3.99,62.8,57.0,Mid  ,5227
0.53,Very Good,J,VS2,5.16,5.18,3.25,62.9,58.0,Mid  ,1114
0.3,Very Good,E,VS1,4.32,4.28,2.64,61.4,59.0, Low  ,653
1.32,Good,I,VS1,7.14,7.18,4.24,59.2,58.0,High  ,7143
1.11,Ideal,H,SI1,6.74,6.7,4.1,61.0,56.0,Mid  ,5315
0.32,Premium,H,VVS1,4.43,4.4,2.69,60.9,58.0, Low  ,936
1.3,Premium,F,SI1,7.01,6.97,4.29,61.4,59.0,High  ,8164
0.33,Premium,G,VS1,4.45,4.41,2.76,62.3,58.0, Low  ,854
1.51,Ideal,H,SI1,7.41,7.34,4.52,61.3,57.0,High  ,7695
0.4,Good,D,VS2,4.65,4.71,2.96,63.2,57.0, Low  ,786
0.31,Good,E,SI1,4.31,4.33,2.74,63.4,55.0, Low  ,544
1.02,Premium,G,VVS2,6.39,6.43,3.99,62.2,60.0,High  ,7602
0.7,Good,F,SI2,5.6,5.53,3.58,64.3,57.0,Mid  ,1851
0.9,Good,F,SI1,6.12,6.18,3.88,63.1,58.0,Mid  ,3950
0.33,Ideal,E,VS2,4.42,4.4,2.75,62.4,55.0, Low  ,928
1.01,Premium,G,VS2,6.41,6.38,3.99,62.4,58.0,Mid  ,6108
0.3,Ideal,E,VVS2,4.34,4.37,2.67,61.3,54.0, Low  ,837
0.3,Good,E,VVS1,4.28,4.34,2.65,61.5,62.0, Low  ,702
1.02,Very Good,E,SI1,6.54,6.48,3.94,60.5,63.0,Mid  ,4901
1.16,Premium,H,SI1,6.76,6.81,4.15,61.2,58.0,Mid  ,5454
0.28,Ideal,F,VS1,4.19,4.23,2.61,62.0,57.0, Low  ,598
0.33,Ideal,I,IF,4.44,4.41,2.75,62.1,55.0, Low  ,891
1.01,Premium,F,I1,6.39,6.36,3.94,61.8,60.0,Mid  ,2781
0.59,Very Good,F,VS2,5.35,5.42,3.34,62.0,58.0,Mid  ,1764
0.51,Ideal,G,VS1,5.14,5.11,3.19,62.2,55.0,Mid  ,1781
1.58,Ideal,F,SI1,7.56,7.62,4.58,60.3,56.0,High  ,12621
1.06,Ideal,G,SI2,6.51,6.49,4.04,62.2,57.0,Mid  ,4467
0.31,Premium,E,VVS1,4.39,4.36,2.68,61.3,58.0, Low  ,988
1.16,Very Good,H,SI2,6.75,6.81,4.19,61.8,58.0,Mid  ,4785
0.71,Very Good,I,VS1,5.7,5.74,3.56,62.2,59.0,Mid  ,2432
0.75,Premium,D,SI1,5.78,5.74,3.62,62.8,60.0,Mid  ,2903
1.0,Very Good,E,SI2,6.5,6.58,3.84,58.7,59.0,Mid  ,4975
0.38,Ideal,G,VS2,4.66,4.69,2.89,61.9,54.1, Low  ,757
0.92,Very Good,E,SI1,6.22,6.17,3.92,63.3,57.0,Mid  ,3586
1.76,Very Good,H,SI1,7.65,7.63,4.81,63.0,63.0,High  ,9336
1.65,Premium,D,SI2,7.59,7.55,4.66,61.6,58.0,High  ,11712
0.73,Ideal,E,VS1,5.73,5.76,3.59,62.5,57.0,Mid  ,3235
1.04,Ideal,F,SI1,6.51,6.55,4.0,61.3,56.0,Mid  ,5495
1.2,Premium,H,SI2,6.91,6.81,4.18,60.9,60.0,Mid  ,3830
0.39,Premium,I,SI2,4.75,4.7,2.88,61.0,58.0, Low  ,684
0.72,Fair,F,VS1,5.93,5.77,3.33,56.9,69.0,Mid  ,2879
0.3,Very Good,F,VS2,4.32,4.37,2.67,61.4,55.0, Low  ,524
0.73,Very Good,F,VS1,5.73,5.79,3.56,61.8,59.0,Mid  ,2843
1.0,Good,H,SI1,6.31,6.28,4.02,63.9,56.0,Mid  ,4469
0.34,Ideal,H,VVS2,4.48,4.44,2.81,63.0,55.0, Low  ,880
0.61,Premium,D,VS2,5.47,5.42,3.39,62.3,55.0,Mid  ,2251
0.4,Premium,D,VS2,4.8,4.76,2.89,60.5,59.0,Mid  ,1050
0.4,Premium,F,SI2,4.85,4.81,2.88,59.6,58.0, Low  ,864
2.0,Premium,F,SI2,8.19,7.84,4.86,60.6,62.0,High  ,11198
0.31,Ideal,H,SI1,4.34,4.36,2.67,61.5,56.5, Low  ,457
0.33,Premium,E,IF,4.46,4.49,2.72,60.8,58.0,Mid  ,1129
0.33,Ideal,H,VS2,4.46,4.5,2.72,60.7,57.0, Low  ,521
0.4,Ideal,E,SI2,4.77,4.74,2.91,61.2,55.0, Low  ,855
0.3,Ideal,F,VVS1,4.34,4.37,2.64,58.0,60.0, Low  ,802
1.32,Fair,I,SI1,6.9,6.83,4.45,64.8,58.0,Mid  ,6061
1.28,Very Good,G,VVS1,6.99,7.03,4.23,60.3,59.0,High  ,11214
0.43,Ideal,E,SI1,4.9,4.85,3.0,61.5,56.0,Mid  ,1016
0.41,Ideal,J,VS2,4.79,4.83,3.0,62.4,53.0, Low  ,613
1.24,Ideal,I,SI1,6.89,6.87,4.29,62.4,57.0,Mid  ,5976
0.6,Very Good,F,SI1,5.39,5.33,3.39,63.2,57.0,Mid  ,1599
0.72,Ideal,D,VS2,5.69,5.75,3.55,62.1,57.0,Mid  ,3179
1.14,Premium,G,SI2,6.68,6.64,4.18,62.8,58.0,Mid  ,4233
1.04,Ideal,H,VS2,6.56,6.61,4.0,60.7,56.0,Mid  ,5805
0.32,Premium,I,VS1,4.35,4.39,2.68,61.3,58.0, Low  ,505
0.34,Good,E,VS2,4.44,4.49,2.85,63.8,56.0, Low  ,696
1.15,Ideal,I,VS1,6.73,6.76,4.16,61.7,56.0,High  ,7096
0.74,Ideal,F,SI1,5.86,5.83,3.53,60.4,56.0,Mid  ,2379
1.01,Good,D,SI1,6.31,6.28,4.02,63.9,61.0,Mid  ,5147
1.52,Good,D,SI2,7.25,7.31,4.6,63.2,58.0,High  ,8868
1.7,Premium,I,VS2,7.55,7.62,4.64,61.2,59.0,High  ,11257
0.3,Very Good,H,SI1,4.29,4.33,2.64,61.3,58.0, Low  ,421
0.72,Ideal,I,VS2,5.73,5.78,3.55,61.7,56.0,Mid  ,2650
0.71,Very Good,E,VS2,5.62,5.66,3.6,63.8,58.0,Mid  ,2804
2.41,Premium,I,SI2,8.7,8.64,5.26,60.7,59.0,High  ,13563
4.01,Premium,I,I1,10.14,10.1,6.17,61.0,61.0,High  ,15223
0.71,Ideal,F,VS2,5.74,5.71,3.56,62.2,56.0,Mid  ,2915
0.72,Very Good,E,VVS1,5.73,5.78,3.53,61.2,57.0,Mid  ,4847
0.41,Ideal,H,VS1,4.77,4.81,2.95,61.6,57.0, Low  ,829
0.79,Ideal,D,SI1,6.02,5.95,3.66,61.2,56.0,Mid  ,3185
0.33,Ideal,H,SI1,4.5,4.53,2.75,60.9,56.0, Low  ,511
1.51,Good,I,SI1,7.21,7.18,4.59,63.8,57.0,Mid  ,6046
0.31,Ideal,E,SI1,4.39,4.41,2.69,61.1,56.0, Low  ,660
1.05,Premium,H,SI1,6.65,6.61,3.93,59.3,58.0,Mid  ,5161
0.9,Very Good,D,SI1,6.13,6.04,3.8,62.4,63.0,Mid  ,3812
0.51,Ideal,H,VS2,5.22,5.18,3.18,61.2,53.0,Mid  ,1312
1.04,Premium,H,VS1,6.64,6.59,3.95,59.7,59.0,Mid  ,5882
0.52,Ideal,J,VS2,5.17,5.21,3.19,61.4,57.0,Mid  ,1151
0.32,Premium,D,SI1,4.44,4.47,2.69,60.4,58.0, Low  ,589
0.57,Ideal,E,VS2,5.35,5.4,3.27,60.8,56.0,Mid  ,1728
1.2,Ideal,H,SI1,6.81,6.85,4.19,61.3,57.0,High  ,6675
1.0,Premium,F,SI1,6.4,6.44,3.93,61.2,58.0,Mid  ,5197
0.71,Ideal,F,SI2,5.72,5.75,3.53,61.6,57.0,Mid  ,2386
0.3,Ideal,G,VS1,4.32,4.29,2.66,61.8,54.0, Low  ,776
0.27,Ideal,E,VVS2,4.13,4.1,2.57,62.5,57.0, Low  ,799
1.22,Ideal,G,VVS2,6.84,6.81,4.25,62.3,56.0,High  ,10221
0.49,Ideal,H,SI1,5.15,5.18,3.1,59.9,56.0,Mid  ,1102
1.51,Fair,H,SI1,7.1,7.06,4.66,65.8,62.0,High  ,8260
1.22,Premium,G,VS1,6.87,6.82,4.26,62.2,59.0,High  ,8739
0.4,Ideal,E,SI1,4.74,4.7,2.95,62.5,57.0, Low  ,907
0.41,Ideal,F,VS1,4.77,4.74,2.98,62.7,55.0,Mid  ,1076
1.06,Premium,D,VS2,6.48,6.52,4.05,62.3,59.0,High  ,7541
0.7,Premium,D,SI1,5.79,5.66,3.48,60.8,58.0,Mid  ,2473
0.43,Ideal,E,VS1,4.89,4.94,3.01,61.2,56.0, Low  ,981
0.23,Very Good,E,VVS2,3.92,3.96,2.41,61.2,60.0, Low  ,505
1.0,Fair,E,SI2,6.07,6.01,4.02,66.6,59.0,Mid  ,3136
0.39,Ideal,G,VS1,4.66,4.69,2.91,62.2,54.3, Low  ,853
1.51,Premium,I,SI2,7.28,7.31,4.57,62.6,59.0,High  ,7162
0.74,Good,F,SI2,5.87,5.97,3.51,59.3,61.0,Mid  ,2190
0.75,Very Good,E,VS2,5.79,5.84,3.62,62.3,56.0,Mid  ,3365
0.37,Ideal,E,VVS2,4.64,4.67,2.86,61.4,56.0, Low  ,876
0.53,Very Good,H,SI2,5.21,5.25,3.21,61.4,57.0,Mid  ,1046
0.33,Very Good,G,VS2,4.46,4.49,2.71,60.6,61.0, Low  ,579
0.53,Ideal,D,VS2,5.21,5.18,3.19,61.4,56.0,Mid  ,1783
1.03,Very Good,H,SI1,6.45,6.54,3.99,61.4,57.0,Mid  ,4879
0.71,Very Good,F,SI2,5.75,5.79,3.49,60.5,62.0,Mid  ,2138
1.01,Ideal,G,VVS2,6.51,6.55,3.98,60.9,56.0,High  ,8029
1.02,Fair,H,VS1,6.04,5.97,4.31,71.8,56.0,Mid  ,4455
0.7,Premium,G,SI2,5.58,5.56,3.48,62.5,62.0,Mid  ,1814
0.46,Good,E,SI1,4.84,4.9,3.1,63.7,58.0, Low  ,891
0.3,Premium,F,IF,4.32,4.35,2.67,61.6,58.0, Low  ,947
2.01,Good,E,SI2,7.99,8.04,4.99,62.3,61.0,High  ,17115
0.9,Very Good,G,SI2,6.19,6.23,3.72,59.9,60.0,Mid  ,3581
1.02,Ideal,G,VS2,6.4,6.44,4.02,62.6,56.0,Mid  ,6591
1.53,Ideal,G,VVS2,7.4,7.42,4.55,61.4,59.0,High  ,15275
2.11,Ideal,I,VS1,8.28,8.22,5.11,61.9,57.0,High  ,16723
1.12,Very Good,H,SI2,6.63,6.68,4.15,62.4,55.0,Mid  ,4538
0.31,Premium,H,VS2,4.34,4.31,2.7,62.4,59.0, Low  ,628
0.4,Premium,G,VS1,4.8,4.76,2.88,60.3,59.0,Mid  ,1125
0.3,Ideal,F,VS1,4.29,4.34,2.7,62.6,57.0, Low  ,570
0.71,Premium,F,SI2,5.64,5.6,3.52,62.6,59.0,Mid  ,2072
0.3,Very Good,D,SI1,4.35,4.32,2.55,58.8,63.0, Low  ,614
0.52,Ideal,G,IF,5.16,5.21,3.19,61.5,56.0,Mid  ,2055
0.7,Fair,F,SI2,5.6,5.57,3.61,64.6,57.0,Mid  ,1947
1.01,Premium,D,SI1,6.34,6.3,3.9,61.7,62.0,Mid  ,5543
0.38,Premium,E,VS2,4.74,4.65,2.84,60.5,62.0,Mid  ,1112
1.02,Ideal,E,IF,6.41,6.47,4.03,62.6,57.0,High  ,11500
2.03,Premium,G,I1,8.11,8.06,4.94,61.1,58.0,Mid  ,6377
0.34,Ideal,E,VS2,4.47,4.5,2.78,62.1,54.1, Low  ,758
1.12,Premium,G,VS1,6.87,6.84,4.0,58.4,58.0,High  ,7338
0.7,Very Good,E,SI1,5.74,5.8,3.55,61.5,56.0,Mid  ,2239
0.46,Premium,E,VS2,4.99,4.95,3.09,62.2,58.0,Mid  ,1302
1.01,Premium,J,I1,6.42,6.39,3.89,60.7,59.0,Mid  ,2602
1.24,Ideal,F,VS2,6.83,6.89,4.25,62.0,57.0,High  ,9478
0.7,Fair,H,VVS2,5.49,5.42,3.59,65.8,58.0,Mid  ,2500
1.21,Ideal,E,VS2,6.92,6.88,4.16,60.3,60.0,High  ,9449
0.51,Good,H,VS1,5.18,5.2,3.08,59.4,61.9,Mid  ,1376
1.02,Good,E,SI1,6.31,6.37,4.01,63.2,61.0,Mid  ,5183
1.0,Good,D,SI1,6.23,6.27,4.05,64.8,58.0,Mid  ,5013
1.11,Ideal,J,VS2,6.64,6.69,4.11,61.7,54.0,Mid  ,5051
1.1,Very Good,D,VS1,6.69,6.72,4.0,59.7,58.0,High  ,9901
0.32,Ideal,I,VS1,4.39,4.42,2.7,61.4,55.3, Low  ,529
1.19,Ideal,I,VS1,6.81,6.83,4.2,61.6,56.0,High  ,7328
0.31,Good,I,SI1,4.3,4.32,2.73,63.3,53.0, Low  ,408
1.21,Premium,G,VS2,6.72,6.67,4.22,63.0,58.0,High  ,7318
0.31,Ideal,D,VS2,4.34,4.31,2.71,62.7,55.0, Low  ,942
0.51,Ideal,G,VVS2,5.11,5.15,3.16,61.8,56.0,Mid  ,2197
1.22,Ideal,H,VS1,6.8,6.84,4.25,62.3,55.0,High  ,7418
1.57,Premium,J,VS1,7.6,7.49,4.59,60.8,61.0,High  ,7190
1.5,Fair,F,SI1,7.18,7.1,4.61,64.6,60.0,High  ,11154
0.25,Ideal,H,VS2,4.11,4.09,2.5,61.0,55.0, Low  ,472
0.41,Ideal,E,VVS1,4.76,4.78,2.96,62.1,56.0,Mid  ,1057
1.64,Ideal,G,VVS2,7.59,7.6,4.69,61.8,56.0,High  ,17604
0.4,Ideal,G,VVS2,4.74,4.72,2.95,62.4,56.0,Mid  ,1050
0.5,Ideal,E,SI2,5.05,5.11,3.18,62.6,56.0,Mid  ,1104
0.31,Premium,F,VS2,4.41,4.39,2.61,59.3,60.0, Low  ,802
1.51,Fair,E,SI1,7.16,7.09,4.65,65.3,62.0,High  ,8869
1.68,Ideal,G,SI1,7.69,7.64,4.72,61.6,55.0,High  ,12075
0.56,Ideal,F,VS1,5.33,5.3,3.28,61.7,56.0,Mid  ,2016
0.32,Good,F,VVS1,4.38,4.31,2.77,63.8,54.0, Low  ,939
0.32,Good,F,VVS1,4.38,4.31,2.77,63.8,54.0, Low  ,977
0.31,Ideal,E,VS2,4.41,4.38,2.7,61.4,54.0, Low  ,872
0.56,Ideal,F,VS1,5.28,5.32,3.27,61.7,54.0,Mid  ,1915
1.52,Ideal,G,VS1,7.39,7.43,4.53,61.1,56.0,High  ,14787
0.73,Ideal,H,VVS2,5.8,5.82,3.57,61.6,56.0,Mid  ,3463
0.42,Ideal,F,SI1,4.84,4.9,2.95,60.6,57.0, Low  ,773
0.32,Ideal,F,VS2,4.41,4.44,2.74,61.9,56.0, Low  ,645
0.71,Very Good,I,SI2,5.67,5.74,3.53,61.9,54.0,Mid  ,1902
0.7,Ideal,H,SI2,5.73,5.65,3.45,60.6,54.0,Mid  ,1715
0.3,Premium,G,VS1,4.31,4.28,2.67,62.2,59.0, Low  ,776
1.08,Very Good,F,SI1,6.62,6.6,4.05,61.3,57.0,Mid  ,4816
0.5,Good,E,SI1,5.07,5.01,3.21,63.7,59.0,Mid  ,1090
0.5,Good,E,SI1,5.07,5.01,3.21,63.7,59.0,Mid  ,1155
0.41,Ideal,D,SI1,4.77,4.8,2.95,61.7,56.0, Low  ,744
1.17,Ideal,H,SI1,6.83,6.77,4.22,62.1,54.0,Mid  ,5751
0.81,Premium,D,SI2,6.15,6.05,3.61,59.2,57.0,Mid  ,2809
1.5,Very Good,F,SI1,7.12,7.16,4.56,63.9,58.0,High  ,11004
0.35,Very Good,D,SI1,4.53,4.51,2.86,63.3,57.0, Low  ,827
0.54,Ideal,E,VS2,5.21,5.24,3.22,61.6,59.0,Mid  ,1695
0.53,Ideal,F,VS1,5.18,5.21,3.24,62.4,57.0,Mid  ,1832
0.34,Ideal,F,VS2,4.47,4.51,2.79,62.1,56.0, Low  ,686
0.32,Very Good,H,VS1,4.35,4.37,2.74,62.8,58.0, Low  ,561
0.34,Premium,F,VS2,4.52,4.47,2.75,61.2,59.0, Low  ,880
0.7,Premium,H,SI1,5.79,5.72,3.5,60.0,60.0,Mid  ,2331
0.72,Ideal,F,VS1,5.76,5.79,3.53,61.1,56.0,Mid  ,3265
0.53,Very Good,E,VS1,5.19,5.25,3.27,62.6,59.0,Mid  ,1909
0.35,Ideal,G,VVS1,4.54,4.57,2.81,61.7,55.0, Low  ,849
0.31,Very Good,F,VS2,4.27,4.32,2.7,62.9,59.0, Low  ,625
1.05,Ideal,F,IF,6.48,6.56,4.02,61.7,56.0,High  ,13060
0.7,Fair,H,SI1,5.59,5.54,3.6,64.7,58.0,Mid  ,2051
0.72,Very Good,H,VS1,5.79,5.85,3.5,60.1,57.0,Mid  ,2594
0.31,Ideal,D,IF,4.42,4.39,2.69,61.1,56.0,Mid  ,1310
1.34,Premium,H,SI2,7.05,6.97,4.32,61.6,60.0,Mid  ,4502
0.34,Ideal,G,VVS2,4.49,4.47,2.76,61.6,56.0, Low  ,995
2.36,Ideal,I,SI2,8.68,8.57,5.24,60.8,54.0,High  ,11238
0.3,Ideal,E,VS2,4.29,4.33,2.7,62.6,54.0, Low  ,658
0.73,Ideal,E,SI1,5.79,5.82,3.57,61.5,56.0,Mid  ,3453
2.01,Very Good,F,SI2,8.09,8.15,4.94,60.8,57.0,High  ,17244
0.43,Premium,F,VS1,4.93,4.89,2.94,59.9,58.0,Mid  ,1129
1.02,Very Good,H,SI1,6.49,6.54,4.01,61.6,58.0,Mid  ,4727
0.41,Ideal,E,VVS2,4.77,4.72,2.98,62.8,54.0,Mid  ,1243
1.69,Premium,I,I1,7.59,7.56,4.73,62.4,60.0,Mid  ,6436
1.08,Ideal,H,VVS1,6.55,6.59,4.06,61.8,57.0,High  ,9041
0.33,Ideal,I,VS1,4.43,4.45,2.76,62.1,53.9, Low  ,534
0.33,Ideal,F,IF,4.47,4.5,2.75,61.3,55.0,Mid  ,1240
0.73,Ideal,D,VS1,5.76,5.79,3.55,61.5,58.0,Mid  ,4196
0.31,Good,G,VS2,4.24,4.29,2.75,64.4,54.0, Low  ,531
0.3,Good,H,VS2,4.2,4.27,2.69,63.5,59.0, Low  ,473
0.62,Premium,E,SI2,5.51,5.46,3.35,61.1,59.0,Mid  ,1579
0.3,Premium,G,VVS2,4.26,4.29,2.65,62.0,58.0, Low  ,684
0.53,Fair,F,VS2,5.09,5.03,3.31,65.5,58.0,Mid  ,1402
0.56,Ideal,F,VS2,5.35,5.42,3.28,60.8,57.0,Mid  ,1619
0.32,Ideal,E,VS2,4.43,4.38,2.71,61.5,55.0, Low  ,900
1.5,Ideal,I,VVS2,7.43,7.47,4.49,60.3,57.0,High  ,10907
2.03,Premium,I,SI1,8.29,8.24,4.94,59.8,59.0,High  ,12844
0.74,Premium,G,VS1,5.95,5.89,3.52,59.5,58.0,Mid  ,2574
0.71,Premium,F,SI1,5.88,5.84,3.46,59.0,61.0,Mid  ,2528
0.58,Ideal,J,SI1,5.36,5.4,3.31,61.5,55.0,Mid  ,1089
0.32,Premium,E,SI1,4.43,4.38,2.74,62.2,57.0, Low  ,720
1.08,Ideal,E,VVS1,6.6,6.63,4.08,61.7,55.0,High  ,14032
0.32,Premium,G,SI2,4.38,4.35,2.69,61.6,59.0, Low  ,540
0.41,Very Good,D,VVS2,4.78,4.82,2.94,61.2,62.0,Mid  ,1295
2.28,Premium,H,SI1,8.6,8.56,5.09,59.3,58.0,High  ,13919
1.5,Good,I,SI1,7.24,7.19,4.64,64.3,55.0,High  ,8736
1.02,Good,E,I1,6.31,6.4,4.01,63.1,60.0,Mid  ,3051
0.31,Ideal,F,VS1,4.33,4.36,2.68,61.6,56.0, Low  ,695
0.31,Ideal,I,VVS1,4.38,4.41,2.7,61.4,54.0, Low  ,571
1.03,Premium,G,SI1,6.54,6.48,4.03,61.9,56.0,Mid  ,5037
0.34,Ideal,F,VS2,4.48,4.51,2.81,62.5,55.0, Low  ,686
0.51,Very Good,H,SI1,5.09,5.06,3.22,63.4,57.0,Mid  ,1227
0.25,Ideal,G,VVS2,4.02,4.05,2.5,62.1,56.0, Low  ,525
0.3,Very Good,I,IF,4.3,4.23,2.7,63.3,57.0, Low  ,810
